airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Jet Airways,Delhi,Cochin,1,No Info,16079,450,27,5,11,30,19,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,180,15,6,19,50,22,50
Multiple carriers,Delhi,Cochin,1,No Info,6795,465,27,5,17,45,1,30
Jet Airways,Kolkata,Banglore,1,No Info,10953,1520,9,5,9,35,10,55
Multiple carriers,Delhi,Cochin,2,No Info,15965,625,24,6,15,5,1,30
Air India,Delhi,Cochin,2,No Info,9968,1820,9,4,12,55,19,15
IndiGo,Kolkata,Banglore,0,No Info,4804,155,6,6,22,15,0,50
Jet Airways,Delhi,Cochin,1,No Info,16079,540,27,5,10,0,19,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,910,12,6,21,25,12,35
Air India,Kolkata,Banglore,2,No Info,11542,1700,9,6,9,25,13,45
Jet Airways,Banglore,Delhi,0,No Info,7229,180,24,4,17,45,20,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,165,27,4,6,0,8,45
IndiGo,Delhi,Cochin,1,No Info,6496,295,15,5,5,10,10,5
IndiGo,Kolkata,Banglore,0,No Info,4804,160,15,6,21,25,0,5
Air India,Banglore,Delhi,1,No Info,13439,1330,1,3,11,5,9,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,610,27,3,18,15,4,25
IndiGo,Banglore,Delhi,0,No Info,4591,170,1,6,23,30,2,20
IndiGo,Banglore,Delhi,1,No Info,4437,260,18,3,16,15,20,35
Air Asia,Delhi,Cochin,1,No Info,6151,660,21,3,20,10,7,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7754,180,21,6,17,45,20,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1355,24,6,14,0,12,35
Jet Airways,Banglore,Delhi,0,No Info,8016,185,9,6,18,55,22,0
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4781,160,24,3,6,55,9,35
Vistara,Banglore,Delhi,0,No Info,4668,170,27,6,11,30,14,20
Air India,Banglore,Delhi,1,No Info,14594,1265,6,3,11,50,8,55
Jet Airways,Kolkata,Banglore,1,No Info,14231,710,24,3,16,55,4,45
Air India,Delhi,Cochin,1,No Info,8425,1535,15,5,5,15,6,50
Multiple carriers,Delhi,Cochin,1,No Info,9646,925,12,6,7,5,22,30
IndiGo,Chennai,Kolkata,0,No Info,7295,145,3,3,14,40,17,5
Air Asia,Kolkata,Banglore,1,No Info,5162,220,9,4,6,50,10,30
IndiGo,Banglore,Delhi,0,No Info,6860,175,9,3,18,25,21,20
Vistara,Delhi,Cochin,0,No Info,6216,190,15,4,6,0,9,10
Air Asia,Kolkata,Banglore,1,No Info,5192,710,24,5,7,35,19,25
IndiGo,Banglore,Delhi,0,No Info,4823,170,9,4,20,0,22,50
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,170,3,4,9,30,12,20
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,3,6,19,5,20,35
Multiple carriers,Delhi,Cochin,1,No Info,9315,690,9,5,7,30,19,0
Multiple carriers,Delhi,Cochin,1,No Info,11667,530,27,3,10,0,18,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6224,1215,12,6,8,25,4,40
Air India,Kolkata,Banglore,2,No Info,13349,1210,24,3,9,25,5,35
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,965,18,3,16,55,9,0
Multiple carriers,Delhi,Cochin,1,No Info,15603,755,6,3,13,0,1,35
Jet Airways,Delhi,Cochin,2,No Info,15129,1025,9,5,19,30,12,35
IndiGo,Banglore,Delhi,0,No Info,4823,180,9,4,16,55,19,55
Vistara,Kolkata,Banglore,1,No Info,8452,930,1,5,7,10,22,40
Multiple carriers,Delhi,Cochin,1,No Info,12524,690,6,6,7,30,19,0
SpiceJet,Chennai,Kolkata,0,No Info,3384,140,27,3,17,45,20,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1425,1,6,19,15,19,0
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,18,6,13,15,14,45
IndiGo,Kolkata,Banglore,0,No Info,4804,155,18,5,22,15,0,50
Jet Airways,Delhi,Cochin,1,No Info,16079,1485,27,5,18,15,19,0
Jet Airways,Delhi,Cochin,2,No Info,13292,1295,1,6,21,25,19,0
Air Asia,Delhi,Cochin,1,No Info,6751,330,9,5,7,55,13,25
Air India,Delhi,Cochin,1,No Info,8669,735,15,5,7,0,19,15
IndiGo,Delhi,Cochin,1,No Info,14871,485,3,3,17,30,1,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,300,21,5,14,0,19,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,170,6,6,9,30,12,20
Multiple carriers,Delhi,Cochin,1,No Info,36983,385,1,3,12,50,19,15
IndiGo,Chennai,Kolkata,0,No Info,3597,140,3,6,19,35,21,55
Air India,Banglore,Delhi,0,No Info,10741,165,9,3,17,0,19,45
Air India,Kolkata,Banglore,2,No Info,11432,765,6,6,16,50,5,35
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,950,12,3,18,55,10,45
Jet Airways,Delhi,Cochin,2,No Info,13292,1620,3,6,9,35,12,35
Air India,Delhi,Cochin,3,No Info,10493,1585,15,6,5,15,7,40
GoAir,Banglore,Delhi,0,No Info,7631,175,9,3,7,45,10,40
Air India,Delhi,Cochin,2,No Info,13381,1490,6,6,6,50,7,40
Jet Airways,Kolkata,Banglore,1,No Info,13731,520,6,6,20,0,4,40
Air India,Delhi,Cochin,2,No Info,11911,1545,21,5,5,55,7,40
IndiGo,Banglore,Delhi,0,No Info,4591,170,18,4,23,30,2,20
Multiple carriers,Delhi,Cochin,1,No Info,14848,375,3,6,13,0,19,15
Multiple carriers,Delhi,Cochin,1,No Info,8266,630,12,6,8,45,19,15
Air India,Delhi,Cochin,2,No Info,12392,1560,18,5,17,15,19,15
Jet Airways,Kolkata,Banglore,1,No Info,13044,1025,12,6,18,55,12,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1280,21,5,7,5,4,25
Jet Airways,Delhi,Cochin,1,No Info,12242,335,21,3,22,50,4,25
IndiGo,Banglore,Delhi,0,No Info,3943,170,18,5,10,10,13,0
Vistara,Kolkata,Banglore,1,No Info,11105,1550,24,3,20,20,22,10
Jet Airways,Kolkata,Banglore,1,No Info,14388,730,12,5,21,10,9,20
Jet Airways,Delhi,Cochin,2,No Info,13014,1025,18,5,19,30,12,35
Multiple carriers,Delhi,Cochin,1,No Info,15411,510,6,3,10,20,18,50
Jet Airways,Delhi,Cochin,1,No Info,16289,1385,9,3,19,45,18,50
IndiGo,Delhi,Cochin,1,No Info,6442,560,15,5,6,50,16,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,475,18,5,8,25,16,20
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,18,5,10,20,11,50
IndiGo,Banglore,Delhi,0,No Info,6906,170,12,4,23,30,2,20
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,21,5,9,45,12,0
Jet Airways,Delhi,Cochin,1,No Info,14714,600,6,6,9,0,19,0
Vistara Premium economy,Banglore,Delhi,0,No Info,11793,155,3,3,16,0,18,35
Multiple carriers,Delhi,Cochin,1,No Info,14323,465,15,5,11,30,19,15
SpiceJet,Banglore,Delhi,0,No Info,3971,175,9,4,21,10,0,5
Vistara,Kolkata,Banglore,1,No Info,8452,1580,6,5,20,20,22,40
Vistara,Banglore,Delhi,0,No Info,5403,160,12,4,7,0,9,40
Multiple carriers,Delhi,Cochin,1,No Info,13727,660,9,5,10,0,21,0
Air India,Kolkata,Banglore,2,No Info,12639,1165,1,4,10,0,5,25
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,175,18,4,15,15,18,10
Vistara,Banglore,Delhi,0,No Info,4878,165,1,6,19,30,22,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1395,18,5,19,45,19,0
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8552,540,3,3,7,10,16,10
Vistara,Delhi,Cochin,0,No Info,6741,190,21,4,14,40,17,50
Multiple carriers,Delhi,Cochin,1,No Info,6481,385,9,4,12,50,19,15
Multiple carriers,Delhi,Cochin,1,No Info,7354,520,6,6,10,35,19,15
Air India,Banglore,Delhi,0,No Info,5228,170,21,4,21,5,23,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,740,12,5,8,25,20,45
IndiGo,Delhi,Cochin,1,No Info,6347,320,18,5,6,50,12,10
Air India,Banglore,Delhi,1,No Info,5013,240,15,3,8,15,12,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,585,9,6,18,55,4,40
IndiGo,Banglore,Delhi,0,No Info,4823,175,6,4,18,25,21,20
Air India,Delhi,Cochin,2,No Info,13381,1580,24,6,16,55,19,15
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,1,6,9,45,12,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,585,15,5,18,55,4,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1495,1,4,18,55,19,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,715,9,6,7,5,19,0
Air India,Delhi,Cochin,2,No Info,13013,500,1,6,10,55,19,15
Jet Airways,Delhi,Cochin,2,No Info,15339,1045,27,6,19,10,12,35
GoAir,Banglore,Delhi,0,No Info,4937,170,18,4,11,40,14,30
IndiGo,Delhi,Cochin,1,No Info,6818,425,6,6,5,5,12,10
Air India,Delhi,Cochin,2,No Info,10441,1275,18,5,22,0,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,300,3,4,14,0,19,0
IndiGo,Chennai,Kolkata,0,No Info,3858,145,27,6,11,35,14,0
IndiGo,Kolkata,Banglore,1,No Info,6534,315,18,5,21,0,2,15
Multiple carriers,Delhi,Cochin,1,No Info,6795,910,15,6,10,20,1,30
Multiple carriers,Delhi,Cochin,1,No Info,9736,705,3,6,7,30,19,15
Jet Airways,Banglore,Delhi,0,No Info,7229,180,1,5,19,50,22,50
SpiceJet,Delhi,Cochin,1,No Info,4957,295,24,4,17,55,22,50
IndiGo,Banglore,Delhi,0,No Info,7648,165,9,3,6,0,8,45
SpiceJet,Kolkata,Banglore,0,No Info,3873,150,15,6,14,55,17,25
Jet Airways,Kolkata,Banglore,1,No Info,14388,585,12,5,18,55,4,40
IndiGo,Kolkata,Banglore,0,No Info,5618,160,6,3,17,15,19,55
Multiple carriers,Delhi,Cochin,1,No Info,7408,390,9,6,19,0,1,30
Air Asia,Delhi,Cochin,1,No Info,13774,330,3,3,16,45,22,15
Vistara,Banglore,Delhi,0,No Info,4668,160,3,5,7,0,9,40
Jet Airways,Delhi,Cochin,2,No Info,13082,2045,21,3,18,20,4,25
Air India,Delhi,Cochin,1,No Info,8669,925,3,6,3,50,19,15
IndiGo,Delhi,Cochin,1,No Info,6316,570,24,6,16,0,1,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12583,365,6,3,22,20,4,25
Vistara,Banglore,Delhi,0,No Info,7923,160,9,3,16,10,18,50
GoAir,Delhi,Cochin,1,No Info,7378,350,3,3,7,0,12,50
Vistara,Banglore,Delhi,0,No Info,4878,165,3,6,19,30,22,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1640,18,5,16,30,19,50
Jet Airways,Banglore,Delhi,0,No Info,7229,180,3,4,8,20,11,20
SpiceJet,Delhi,Cochin,1,No Info,6297,315,21,5,6,5,11,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,960,12,6,20,0,12,0
Multiple carriers,Delhi,Cochin,1,No Info,13727,420,18,5,14,0,21,0
SpiceJet,Kolkata,Banglore,1,No Info,6643,520,24,5,8,35,17,15
Multiple carriers,Delhi,Cochin,1,No Info,10197,540,9,5,10,0,19,0
SpiceJet,Kolkata,Banglore,0,No Info,4911,140,21,4,22,20,0,40
IndiGo,Chennai,Kolkata,0,No Info,6482,140,6,3,5,15,7,35
Jet Airways,Banglore,Delhi,1,No Info,26890,380,1,3,8,55,15,15
IndiGo,Kolkata,Banglore,1,No Info,3717,265,18,5,19,20,23,45
IndiGo,Chennai,Kolkata,0,No Info,3597,140,1,6,13,15,15,35
Air India,Banglore,Delhi,2,No Info,10846,665,18,3,11,5,22,10
Air India,Banglore,Delhi,1,No Info,14069,1015,1,3,5,50,22,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,825,1,4,22,50,12,35
Air India,Delhi,Cochin,2,No Info,14641,1545,6,3,5,55,7,40
IndiGo,Delhi,Cochin,1,No Info,6442,835,6,6,8,35,22,30
Air India,Delhi,Cochin,1,No Info,5704,315,21,3,17,45,23,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1155,6,5,14,5,9,20
Jet Airways,Delhi,Cochin,1,No Info,14714,450,6,6,20,55,4,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,540,1,4,10,0,19,0
Vistara,Kolkata,Banglore,1,No Info,8610,1440,15,5,20,20,20,20
Jet Airways,Delhi,Cochin,2,No Info,14237,1090,12,6,18,25,12,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,9,6,7,10,10,5
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,27,3,20,5,21,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1280,18,5,7,5,4,25
Air India,Delhi,Cochin,1,No Info,8372,375,6,6,13,0,19,15
Jet Airways,Delhi,Cochin,1,No Info,17024,870,3,3,13,55,4,25
Air India,Mumbai,Hyderabad,0,No Info,3100,80,27,5,21,5,22,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,775,9,3,6,50,19,45
IndiGo,Chennai,Kolkata,0,No Info,3540,145,9,5,5,15,7,40
Vistara,Kolkata,Banglore,1,No Info,9345,1350,21,5,20,20,18,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1375,1,6,5,30,4,25
Jet Airways,Banglore,Delhi,1,No Info,26890,325,1,3,7,0,12,25
SpiceJet,Mumbai,Hyderabad,0,No Info,5755,85,9,3,8,50,10,15
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,435,21,3,8,55,16,10
Jet Airways,Kolkata,Banglore,1,No Info,14388,740,6,5,8,25,20,45
Air India,Delhi,Cochin,2,No Info,8839,1210,27,6,13,15,9,25
Air India,Delhi,Cochin,2,No Info,22096,1275,3,3,22,0,19,15
Vistara,Chennai,Kolkata,0,No Info,3687,135,27,5,7,5,9,20
Multiple carriers,Delhi,Cochin,1,No Info,9627,630,15,5,8,30,19,0
Multiple carriers,Delhi,Cochin,1,No Info,13542,845,21,3,11,30,1,35
IndiGo,Banglore,Delhi,0,No Info,4423,170,27,4,4,0,6,50
IndiGo,Delhi,Cochin,2,No Info,8899,985,3,3,4,55,21,20
SpiceJet,Delhi,Cochin,1,No Info,5583,315,21,4,6,5,11,20
Air Asia,Delhi,Cochin,1,No Info,6752,830,27,5,16,45,6,35
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,21,5,8,20,10,35
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,435,21,3,8,0,15,15
Air India,Kolkata,Banglore,2,No Info,10991,1625,1,5,5,50,8,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1655,27,5,9,0,12,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,300,27,5,14,0,19,0
GoAir,Banglore,Delhi,0,No Info,3398,170,24,5,11,40,14,30
Air India,Delhi,Cochin,0,No Info,5201,170,24,4,5,10,8,0
Air India,Kolkata,Banglore,2,No Info,13873,920,6,5,10,0,1,20
Air India,Delhi,Cochin,1,No Info,7384,320,15,6,17,40,23,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,610,6,6,18,15,4,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,1655,24,3,8,25,12,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,575,6,5,9,35,19,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,1690,9,5,14,5,18,15
Jet Airways,Banglore,Delhi,1,No Info,17261,840,6,3,21,25,11,25
SpiceJet,Chennai,Kolkata,0,No Info,7298,155,1,3,9,30,12,5
Jet Airways,Banglore,Delhi,0,No Info,7229,175,6,4,15,15,18,10
IndiGo,Kolkata,Banglore,0,No Info,4174,155,1,4,4,40,7,15
IndiGo,Kolkata,Banglore,1,No Info,5699,280,18,5,17,35,22,15
Air India,Kolkata,Banglore,0,No Info,4880,150,24,4,14,15,16,45
Air India,Delhi,Cochin,1,No Info,15284,675,6,3,8,0,19,15
Jet Airways,Kolkata,Banglore,1,No Info,13759,475,24,3,8,25,16,20
Vistara,Kolkata,Banglore,1,No Info,16092,530,24,3,9,55,18,45
IndiGo,Mumbai,Hyderabad,0,No Info,4392,85,9,3,6,20,7,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,940,24,6,20,55,12,35
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,155,12,6,6,55,9,30
GoAir,Banglore,Delhi,0,No Info,5048,175,1,6,7,45,10,40
Air India,Kolkata,Banglore,1,No Info,11096,805,21,5,7,0,20,25
IndiGo,Delhi,Cochin,1,No Info,5073,275,24,4,7,35,12,10
Jet Airways,Delhi,Cochin,1,No Info,19828,1110,3,3,9,55,4,25
Vistara,Chennai,Kolkata,0,No Info,3739,135,21,3,7,5,9,20
Air India,Delhi,Cochin,2,No Info,10598,2295,9,3,5,0,19,15
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,185,15,6,18,55,22,0
Vistara,Kolkata,Banglore,1,No Info,8610,1550,1,4,17,0,18,50
Vistara,Delhi,Cochin,0,No Info,6216,190,9,5,14,40,17,50
Air India,Banglore,Delhi,0,No Info,6961,170,9,6,13,20,16,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,690,6,5,9,35,21,5
Jet Airways,Kolkata,Banglore,1,No Info,14151,395,15,5,17,0,23,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1655,9,5,6,30,10,5
IndiGo,Kolkata,Banglore,0,No Info,4488,155,12,4,20,20,22,55
Multiple carriers,Delhi,Cochin,1,No Info,7408,450,15,6,18,0,1,30
Jet Airways,Delhi,Cochin,0,In-flight meal not included,5443,195,18,4,11,0,14,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,575,12,6,9,35,19,10
Multiple carriers,Delhi,Cochin,1,No Info,7723,750,1,6,13,0,1,30
Multiple carriers,Delhi,Cochin,1,No Info,15411,680,6,3,7,30,18,50
Jet Airways,Banglore,Delhi,0,No Info,7229,180,21,5,7,10,10,10
IndiGo,Kolkata,Banglore,0,No Info,4804,155,21,6,20,20,22,55
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,90,3,3,2,55,4,25
Jet Airways,Kolkata,Banglore,1,No Info,14151,1570,18,5,17,0,19,10
SpiceJet,Delhi,Cochin,1,No Info,4957,295,6,4,17,55,22,50
Air India,Banglore,Delhi,0,No Info,7591,165,3,3,21,10,23,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,520,24,3,13,55,22,35
IndiGo,Delhi,Cochin,1,No Info,6600,425,27,5,5,5,12,10
Air India,Banglore,Delhi,0,No Info,4966,165,9,3,21,10,23,55
Air India,Delhi,Cochin,2,No Info,15481,1490,1,6,6,50,7,40
SpiceJet,Kolkata,Banglore,0,No Info,5515,140,1,3,22,20,0,40
Jet Airways,Delhi,Cochin,1,No Info,14714,660,15,6,8,0,19,0
GoAir,Delhi,Cochin,1,No Info,4959,540,15,6,10,35,19,35
Jet Airways,Banglore,Delhi,0,No Info,7229,175,21,4,11,10,14,5
Air India,Delhi,Cochin,0,No Info,6094,185,15,5,18,5,21,10
Air Asia,Kolkata,Banglore,0,No Info,4409,155,24,4,10,20,12,55
Multiple carriers,Delhi,Cochin,1,No Info,9794,780,18,5,6,0,19,0
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,3,4,2,55,4,20
IndiGo,Delhi,Cochin,1,No Info,6442,455,15,6,8,35,16,10
Vistara,Banglore,Delhi,0,No Info,4878,160,18,5,7,0,9,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12446,775,24,3,21,10,10,5
Jet Airways,Delhi,Cochin,2,No Info,16704,1760,9,5,23,5,4,25
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,300,15,3,5,45,10,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,520,15,5,20,0,4,40
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,180,1,6,7,10,10,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,180,21,4,7,10,10,10
Air India,Banglore,Delhi,0,No Info,6961,165,18,5,10,0,12,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,730,9,5,16,30,4,40
IndiGo,Chennai,Kolkata,0,No Info,3597,140,21,5,19,35,21,55
SpiceJet,Banglore,Delhi,1,No Info,7139,475,21,3,10,20,18,15
Air India,Mumbai,Hyderabad,2,No Info,25139,1775,6,3,9,40,15,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1615,1,6,9,40,12,35
Air India,Delhi,Cochin,1,No Info,5117,765,6,4,20,40,9,25
Multiple carriers,Delhi,Cochin,1,No Info,9211,455,18,5,11,40,19,15
SpiceJet,Kolkata,Banglore,0,No Info,4174,150,15,4,17,10,19,40
Multiple carriers,Delhi,Cochin,1,No Info,10786,705,27,5,7,30,19,15
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,1420,15,3,8,0,7,40
Jet Airways,Delhi,Cochin,2,No Info,13376,830,1,6,14,35,4,25
Air India,Banglore,Delhi,1,No Info,6955,770,21,3,22,0,10,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,590,9,5,8,25,18,15
Air Asia,Kolkata,Banglore,0,No Info,3807,150,1,4,19,55,22,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1315,1,5,14,5,12,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1570,9,5,2,15,4,25
SpiceJet,Banglore,Delhi,0,No Info,4991,175,1,5,21,10,0,5
Air India,Delhi,Cochin,1,No Info,6745,1215,21,3,23,0,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1210,15,6,22,50,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,655,27,3,17,30,4,25
SpiceJet,Kolkata,Banglore,0,No Info,3873,150,6,4,17,10,19,40
Jet Airways,Delhi,Cochin,1,No Info,15554,1270,9,5,21,50,19,0
IndiGo,Kolkata,Banglore,0,No Info,4804,155,27,5,20,20,22,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438,1240,27,3,23,5,19,45
Air Asia,Banglore,Delhi,0,No Info,6181,170,3,5,4,55,7,45
Multiple carriers,Delhi,Cochin,1,No Info,9424,390,1,5,19,0,1,30
Air India,Banglore,Delhi,2,No Info,12725,1800,12,3,17,25,23,25
Air India,Banglore,Delhi,1,No Info,6046,790,15,3,8,15,21,25
SpiceJet,Banglore,Delhi,0,No Info,3971,175,15,6,21,10,0,5
Jet Airways,Kolkata,Banglore,1,No Info,12692,1080,6,6,20,25,14,25
IndiGo,Delhi,Cochin,1,No Info,7451,480,6,3,14,20,22,20
Jet Airways,Banglore,Delhi,1,No Info,13817,525,12,3,22,55,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,750,6,5,9,35,22,5
Jet Airways,Banglore,Delhi,1,No Info,13817,800,12,3,21,25,10,45
Jet Airways,Banglore,Delhi,1,No Info,27210,370,15,3,22,55,5,5
Jet Airways,Kolkata,Banglore,1,No Info,13941,450,18,5,21,10,4,40
Air India,Banglore,Delhi,1,No Info,10246,1155,1,3,17,0,12,15
IndiGo,Kolkata,Banglore,0,No Info,4804,155,6,5,17,15,19,50
Air Asia,Kolkata,Banglore,1,No Info,6810,720,6,6,22,40,10,40
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,180,1,5,8,20,11,20
Vistara,Banglore,Delhi,0,No Info,5613,170,3,5,21,0,23,50
IndiGo,Mumbai,Hyderabad,0,No Info,4784,85,3,3,21,20,22,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,1385,21,3,19,45,18,50
Air India,Banglore,Delhi,0,No Info,5228,170,27,4,13,20,16,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1325,27,5,20,55,19,0
Air India,Chennai,Kolkata,0,No Info,4667,135,15,6,11,40,13,55
Jet Airways,Kolkata,Banglore,1,No Info,14781,345,21,5,14,5,19,50
Vistara,Banglore,Delhi,0,No Info,5403,170,21,4,9,45,12,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9899,570,12,6,14,5,23,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,535,21,5,19,30,4,25
Vistara,Kolkata,Banglore,1,No Info,9187,1065,18,5,17,0,10,45
IndiGo,Banglore,Delhi,0,No Info,4823,170,24,5,20,0,22,50
Air India,Delhi,Cochin,2,No Info,8665,1305,27,3,21,30,19,15
IndiGo,Delhi,Cochin,1,No Info,14871,755,6,3,8,25,21,0
IndiGo,Mumbai,Hyderabad,0,No Info,4049,90,21,6,6,25,7,55
Air India,Chennai,Kolkata,0,No Info,4667,135,12,6,11,40,13,55
IndiGo,Kolkata,Banglore,1,No Info,4226,235,9,4,19,55,23,50
Air India,Banglore,Delhi,0,No Info,7591,165,3,3,6,10,8,55
Jet Airways,Banglore,Delhi,1,No Info,19225,450,6,3,5,45,13,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1040,27,5,19,15,12,35
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,9,6,12,0,13,30
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,3,5,13,15,14,45
Air India,Kolkata,Banglore,2,No Info,12835,1830,24,3,16,45,23,15
Jet Airways Business,Banglore,Delhi,1,No Info,52229,300,1,3,5,45,10,45
Multiple carriers,Delhi,Cochin,1,No Info,14533,675,15,5,8,0,19,15
Vistara,Banglore,Delhi,0,No Info,4668,170,24,6,9,45,12,35
Jet Airways,Delhi,Cochin,1,No Info,11822,1145,9,4,17,30,12,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6017,395,27,3,21,50,4,25
Jet Airways,Delhi,Cochin,1,No Info,14714,450,9,6,11,30,19,0
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,9,6,8,20,10,35
Air Asia,Banglore,Delhi,0,No Info,3383,165,24,4,11,10,13,55
Air India,Kolkata,Banglore,2,No Info,11642,765,18,5,16,50,5,35
Vistara,Banglore,Delhi,0,No Info,5403,170,27,4,21,0,23,50
Air India,Delhi,Cochin,2,No Info,14221,1595,3,3,16,40,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,775,18,5,21,10,10,5
IndiGo,Mumbai,Hyderabad,0,No Info,4049,90,12,6,9,10,10,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,520,3,6,19,45,4,25
Multiple carriers,Delhi,Cochin,1,No Info,7888,840,21,5,7,0,21,0
Air India,Delhi,Cochin,2,No Info,8236,1410,21,3,19,45,19,15
Air India,Delhi,Cochin,2,No Info,12961,1795,6,6,13,20,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1330,9,5,6,30,4,40
IndiGo,Kolkata,Banglore,1,No Info,5279,290,18,5,8,10,13,0
GoAir,Banglore,Delhi,0,No Info,3419,165,18,6,20,55,23,40
Jet Airways,Delhi,Cochin,2,No Info,13292,810,15,6,5,30,19,0
